招生单位,考试方式,院系所,专业,学习方式,研究方向,指导老师,拟招人数,政治,外语,业务课一,业务课二
(11349)五邑大学,统考,(018)轨道交通学院,(081104)模式识别与智能系统,全日制,(01)轨道交通智慧运营与管理,肖  蒙、杨笑悦、苏焕银、王文宪、林群煦、李永健、黄尊地,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(10595)桂林电子科技大学,统考,(008)电子工程与自动化学院,(081100)控制科学与工程,全日制,(05)导航/制导与控制,不区分,专业：20(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(808)自动控制原理
(11349)五邑大学,统考,(018)轨道交通学院,(081104)模式识别与智能系统,全日制,(02)轨道交通车站安全监测技术,肖  蒙、杨笑悦、苏焕银、王文宪、林群煦、李永健、黄尊地,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(018)轨道交通学院,(081104)模式识别与智能系统,全日制,(03)城际铁路智能化客运营销技术,肖  蒙、杨笑悦、苏焕银、王文宪、林群煦、李永健、黄尊地,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(10613)西南交通大学,统考,(003)电气工程学院,(081100)控制科学与工程,全日制,(03)系统工程,,专业：14(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(922)电路分析
(10613)西南交通大学,统考,(003)电气工程学院,(081100)控制科学与工程,全日制,(04)模式识别与智能系统,,专业：14(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(922)电路分析
(10613)西南交通大学,统考,(003)电气工程学院,(081100)控制科学与工程,全日制,(01)控制理论与控制工程,,专业：14(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(922)电路分析
(11349)五邑大学,统考,(018)轨道交通学院,(081104)模式识别与智能系统,全日制,(04)轨道交通大数据技术,肖  蒙、杨笑悦、苏焕银、王文宪、林群煦、李永健、黄尊地,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(10613)西南交通大学,统考,(003)电气工程学院,(081100)控制科学与工程,全日制,(02)检测技术与自动化装置,,专业：14(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(922)电路分析
(10613)西南交通大学,统考,(004)信息科学与技术学院,(081101)控制理论与控制工程,全日制,(01)铁路信号自动控制，计算机实时控制,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(924)信号与系统
(10613)西南交通大学,统考,(004)信息科学与技术学院,(081101)控制理论与控制工程,全日制,(02)复杂系统智能控制，多智能体与多机器人协调控制,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(924)信号与系统
(10613)西南交通大学,统考,(004)信息科学与技术学院,(081101)控制理论与控制工程,全日制,(03)智能监控与网络信息技术,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(924)信号与系统
(10617)重庆邮电大学,统考,(003)自动化学院,(081100)控制科学与工程,全日制,(03)工业物联网理论与技术,,专业：71(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(805)自动控制原理
(10617)重庆邮电大学,统考,(003)自动化学院,(081100)控制科学与工程,全日制,(04)智能系统与智能机器人,,专业：71(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(805)自动控制原理
(10613)西南交通大学,统考,(004)信息科学与技术学院,(081101)控制理论与控制工程,全日制,(04)系统仿真、优化与智能信息处理,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(924)信号与系统
(10617)重庆邮电大学,统考,(003)自动化学院,(081100)控制科学与工程,全日制,(01)复杂系统控制与仿真,,专业：71(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(805)自动控制原理
(10617)重庆邮电大学,统考,(003)自动化学院,(081100)控制科学与工程,全日制,(02)智能检测与机电控制,,专业：71(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(805)自动控制原理
(10617)重庆邮电大学,统考,(003)自动化学院,(081100)控制科学与工程,全日制,(05)工业互联网与智能制造,,专业：71(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(805)自动控制原理
