招生单位,考试方式,院系所,专业,学习方式,研究方向,指导老师,拟招人数,政治,外语,业务课一,业务课二
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(08)液氦温区低温制冷技术,王娟,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(10)低温传热技术及低温系统,徐冬,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(09)微尺度传热；喷雾冷却；新型制冷技术,徐洪波,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(11)低温与制冷、热声技术及应用,王晓涛,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(12)高频大冷量脉冲管制冷研究,赵密广,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(13)生物微流体技术,李雷,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(090)工程科学学院,(085800)(专业学位)能源动力,全日制,(01)多相流、磁流体流动传热传质,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(19)斯特林发电机和微流控技术,李瑞杰,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(16)液态金属在柔性电子、生物医学、热控管理方面的交叉研究,王倩,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(17)极低温吸附制冷技术研究；相变传热技术研究,赵雅楠,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(18)交变流动复杂流动传热、热声发动机、斯特林发电机,陈燕燕,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(090)工程科学学院,(085800)(专业学位)能源动力,全日制,(02)工业及电子设备热管理技术,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(15)新型压缩机技术及热系统,唐明生,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(090)工程科学学院,(085800)(专业学位)能源动力,全日制,(03)强化传热技术,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(135)工程热物理研究所,(085800)(专业学位)能源动力,全日制,(02)可再生能源工程,,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(135)工程热物理研究所,(085800)(专业学位)能源动力,全日制,(01)热能动力工程,,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(135)工程热物理研究所,(085800)(专业学位)能源动力,全日制,(03)航空动力工程,,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(148)电工研究所,(085800)(专业学位)能源动力,全日制,(01)电气工程与能源动力领域,,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(914)电路原理
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(14)混合工质制冷/热泵 高热流密度散热,郭浩,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(204)未来技术学院,(085800)(专业学位)能源动力,全日制,(01)能源动力,,研究方向：2(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)热工基础
(10058)天津工业大学,统考,(007)电气工程学院,(085800)(专业学位)能源动力,全日制,(01)电气工程,,专业：36(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(849)电路理论
(10081)华北理工大学,统考,(001)冶金与能源学院,(085802)(专业学位)动力工程,全日制,(00)不区分研究方向,,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(817)传热学
(10081)华北理工大学,统考,(007)电气工程学院,(085801)(专业学位)电气工程,全日制,(00)不区分研究方向,,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(820)电路
(10080)河北工业大学,统考,(013)能源与环境工程学院,(085802)(专业学位)动力工程,全日制,(01)清洁燃烧与高效传热技术,不区分导师,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(831)工程热力学
(10080)河北工业大学,统考,(013)能源与环境工程学院,(085802)(专业学位)动力工程,全日制,(02)动力机械技术,不区分导师,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(831)工程热力学
(10057)天津科技大学,统考,(001)机械工程学院,(085800)(专业学位)能源动力,全日制,(01)动力工程,,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(813)热工理论及应用
(10080)河北工业大学,统考,(013)能源与环境工程学院,(085802)(专业学位)动力工程,全日制,(03)能源利用过程中的污染物控制技术,不区分导师,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(831)工程热力学
(10080)河北工业大学,统考,(014)电气工程学院,(085801)(专业学位)电气工程,全日制,(01)电力设备可靠性理论及应用,不区分导师,专业：107(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(840)电工基础
(10080)河北工业大学,统考,(014)电气工程学院,(085801)(专业学位)电气工程,全日制,(02)工程电磁场与磁技术,不区分导师,专业：107(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(840)电工基础
(10080)河北工业大学,统考,(013)能源与环境工程学院,(085802)(专业学位)动力工程,全日制,(04)建筑节能技术,不区分导师,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(831)工程热力学
(10060)天津理工大学,统考,(004)电气工程与自动化学院,(085800)(专业学位)能源动力,全日制,(03)电气工程（电机与电器）,,专业：59(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)电路
(10060)天津理工大学,统考,(004)电气工程与自动化学院,(085800)(专业学位)能源动力,全日制,(01)电气工程（电力系统及其自动化）,,专业：59(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)电路
(10080)河北工业大学,统考,(014)电气工程学院,(085801)(专业学位)电气工程,全日制,(03)先进装备工程与技术（学科交叉培养）,不区分导师,专业：107(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(840)电工基础
(10079)华北电力大学(保定),统考,(006)动力工程系,(085802)(专业学位)动力工程,全日制,(01)大型发电机组优化运行,,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)传热学二
(10060)天津理工大学,统考,(004)电气工程与自动化学院,(085800)(专业学位)能源动力,全日制,(04)电气工程（电工理论与新技术）,,专业：59(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)电路
(10060)天津理工大学,统考,(004)电气工程与自动化学院,(085800)(专业学位)能源动力,全日制,(02)电气工程（电力电子与电气传动）,,专业：59(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)电路
(10080)河北工业大学,统考,(014)电气工程学院,(085801)(专业学位)电气工程,全日制,(05)现代电能变换技术与装备,不区分导师,专业：107(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(840)电工基础
(10080)河北工业大学,统考,(014)电气工程学院,(085801)(专业学位)电气工程,全日制,(04)现代电力设备与系统,不区分导师,专业：107(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(840)电工基础
(10079)华北电力大学(保定),统考,(006)动力工程系,(085802)(专业学位)动力工程,全日制,(04)新能源开发与利用,,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)传热学二
(10079)华北电力大学(保定),统考,(006)动力工程系,(085802)(专业学位)动力工程,全日制,(03)清洁燃烧及环境污染控制,,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)传热学二
(10079)华北电力大学(保定),统考,(006)动力工程系,(085802)(专业学位)动力工程,全日制,(05)核电与动力工程,,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)传热学二
(10079)华北电力大学(保定),统考,(006)动力工程系,(085802)(专业学位)动力工程,全日制,(06)制冷及空调工程,,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)传热学二
(10079)华北电力大学(保定),统考,(007)电力工程系,(085801)(专业学位)电气工程,全日制,(01)电机系统分析与控制,,专业：98(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(815)电力系统分析基础
(10079)华北电力大学(保定),统考,(006)动力工程系,(085802)(专业学位)动力工程,全日制,(02)能源转换的安全与节能,,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)传热学二
(10079)华北电力大学(保定),统考,(007)电力工程系,(085801)(专业学位)电气工程,全日制,(03)高电压与绝缘技术,,专业：98(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(815)电力系统分析基础
(10079)华北电力大学(保定),统考,(007)电力工程系,(085801)(专业学位)电气工程,全日制,(02)电力系统及其自动化,,专业：98(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(815)电力系统分析基础
